class_idx,class_name,cx,cy,w,h,x_min,y_min,x_max,y_max,image_file,image_id,source,label_confidence
3,abnormal_tail,0.765625,0.54609375,0.046875,0.0953125,475,319,505,380,syn_00046.jpg,syn_00046,synthetic,synthetic
3,abnormal_tail,0.4109375,0.0703125,0.075,0.059375,239,26,287,64,syn_00046.jpg,syn_00046,synthetic,synthetic
3,abnormal_tail,0.28671875,0.2578125,0.0828125,0.071875,157,142,210,188,syn_00046.jpg,syn_00046,synthetic,synthetic
2,abnormal_midpiece,0.6390625,0.90625,0.090625,0.059375,380,561,438,599,syn_00046.jpg,syn_00046,synthetic,synthetic
0,normal,0.12578125,0.64140625,0.0859375,0.0796875,53,385,108,436,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.19375,0.5234375,0.0375,0.15,112,287,136,383,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.1828125,0.45859375,0.0625,0.1078125,97,259,137,328,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.12890625,0.290625,0.1328125,0.0625,40,166,125,206,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.071875,0.378125,0.034375,0.115625,35,205,57,279,syn_00047.jpg,syn_00047,synthetic,synthetic
2,abnormal_midpiece,0.403125,0.396875,0.0625,0.090625,238,225,278,283,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.90234375,0.4625,0.0796875,0.078125,552,271,603,321,syn_00047.jpg,syn_00047,synthetic,synthetic
2,abnormal_midpiece,0.7078125,0.24140625,0.05,0.1109375,437,119,469,190,syn_00047.jpg,syn_00047,synthetic,synthetic
3,abnormal_tail,0.61015625,0.13125,0.0640625,0.06875,370,62,411,106,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.14453125,0.58828125,0.0828125,0.1171875,66,339,119,414,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.37890625,0.22578125,0.0765625,0.1078125,218,110,267,179,syn_00047.jpg,syn_00047,synthetic,synthetic
4,cytoplasmic_droplet,0.684375,0.5859375,0.1,0.0875,406,347,470,403,syn_00047.jpg,syn_00047,synthetic,synthetic
0,normal,0.503125,0.228125,0.046875,0.08125,307,120,337,172,syn_00047.jpg,syn_00047,synthetic,synthetic
3,abnormal_tail,0.53515625,0.4671875,0.0734375,0.040625,319,286,366,312,syn_00047.jpg,syn_00047,synthetic,synthetic
4,cytoplasmic_droplet,0.28203125,0.421875,0.0640625,0.109375,160,235,201,305,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.6828125,0.440625,0.140625,0.059375,392,263,482,301,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.65390625,0.875,0.1171875,0.06875,381,538,456,582,syn_00048.jpg,syn_00048,synthetic,synthetic
4,cytoplasmic_droplet,0.7328125,0.80390625,0.04375,0.1578125,455,464,483,565,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.16171875,0.86015625,0.1015625,0.0796875,71,525,136,576,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.3140625,0.57265625,0.096875,0.1171875,170,329,232,404,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.16875,0.21796875,0.046875,0.1328125,93,97,123,182,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.334375,0.5546875,0.025,0.140625,206,310,222,400,syn_00048.jpg,syn_00048,synthetic,synthetic
1,abnormal_head,0.2296875,0.86484375,0.075,0.1453125,123,507,171,600,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.22109375,0.83671875,0.1140625,0.0828125,105,509,178,562,syn_00048.jpg,syn_00048,synthetic,synthetic
0,normal,0.95546875,0.60625,0.0859375,0.059375,584,369,639,407,syn_00048.jpg,syn_00048,synthetic,synthetic
5,other_abnormal,0.53359375,0.4046875,0.1140625,0.071875,305,236,378,282,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.41875,0.09296875,0.115625,0.1109375,231,24,305,95,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.8390625,0.38359375,0.0625,0.1171875,517,208,557,283,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.2078125,0.2765625,0.11875,0.05,95,161,171,193,syn_00049.jpg,syn_00049,synthetic,synthetic
1,abnormal_head,0.1453125,0.6484375,0.0875,0.140625,65,370,121,460,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.50625,0.8515625,0.025,0.103125,316,512,332,578,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.88828125,0.83125,0.0453125,0.1,554,500,583,564,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.66328125,0.14296875,0.0859375,0.0765625,397,67,452,116,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.10078125,0.203125,0.0765625,0.065625,40,109,89,151,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.43984375,0.225,0.0734375,0.0875,258,116,305,172,syn_00049.jpg,syn_00049,synthetic,synthetic
5,other_abnormal,0.65625,0.14921875,0.028125,0.1265625,411,55,429,136,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.89921875,0.69296875,0.0921875,0.1078125,546,409,605,478,syn_00049.jpg,syn_00049,synthetic,synthetic
2,abnormal_midpiece,0.371875,0.6875,0.059375,0.09375,219,410,257,470,syn_00049.jpg,syn_00049,synthetic,synthetic
4,cytoplasmic_droplet,0.08828125,0.390625,0.0515625,0.146875,40,203,73,297,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.07421875,0.0625,0.0796875,0.0375,22,28,73,52,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.2828125,0.6140625,0.109375,0.065625,146,372,216,414,syn_00049.jpg,syn_00049,synthetic,synthetic
1,abnormal_head,0.58984375,0.76484375,0.0765625,0.1390625,353,445,402,534,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.10546875,0.20234375,0.0828125,0.0734375,41,106,94,153,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.846875,0.446875,0.065625,0.11875,521,248,563,324,syn_00049.jpg,syn_00049,synthetic,synthetic
0,normal,0.8671875,0.8984375,0.103125,0.0625,522,555,588,595,syn_00050.jpg,syn_00050,synthetic,synthetic
0,normal,0.75625,0.71171875,0.046875,0.1265625,469,415,499,496,syn_00050.jpg,syn_00050,synthetic,synthetic
3,abnormal_tail,0.7140625,0.2140625,0.053125,0.06875,440,115,474,159,syn_00050.jpg,syn_00050,synthetic,synthetic
3,abnormal_tail,0.21875,0.34765625,0.0375,0.0890625,128,194,152,251,syn_00050.jpg,syn_00050,synthetic,synthetic
0,normal,0.2734375,0.9484375,0.071875,0.096875,152,576,198,638,syn_00050.jpg,syn_00050,synthetic,synthetic
0,normal,0.7125,0.053125,0.04375,0.084375,442,7,470,61,syn_00050.jpg,syn_00050,synthetic,synthetic
0,normal,0.92109375,0.95,0.0484375,0.09375,574,578,605,638,syn_00050.jpg,syn_00050,synthetic,synthetic
1,abnormal_head,0.5296875,0.58671875,0.096875,0.0828125,308,349,370,402,syn_00050.jpg,syn_00050,synthetic,synthetic
1,abnormal_head,0.52734375,0.321875,0.1140625,0.053125,301,189,374,223,syn_00050.jpg,syn_00050,synthetic,synthetic
0,normal,0.9484375,0.2890625,0.05625,0.10625,589,151,625,219,syn_00050.jpg,syn_00050,synthetic,synthetic
0,normal,0.66640625,0.4375,0.0890625,0.08125,398,254,455,306,syn_00050.jpg,syn_00050,synthetic,synthetic
1,abnormal_head,0.38515625,0.7484375,0.0546875,0.096875,229,448,264,510,syn_00050.jpg,syn_00050,synthetic,synthetic
1,abnormal_head,0.2515625,0.2546875,0.115625,0.09375,124,133,198,193,syn_00051.jpg,syn_00051,synthetic,synthetic
5,other_abnormal,0.39453125,0.0484375,0.0609375,0.06875,233,9,272,53,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.5890625,0.5296875,0.071875,0.075,354,315,400,363,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.2328125,0.79296875,0.046875,0.0953125,134,477,164,538,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.3296875,0.33671875,0.090625,0.1078125,182,181,240,250,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.33125,0.36015625,0.04375,0.0984375,198,199,226,262,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.18984375,0.20859375,0.0859375,0.0671875,94,112,149,155,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.2078125,0.1171875,0.09375,0.109375,103,40,163,110,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.33359375,0.259375,0.0484375,0.08125,198,140,229,192,syn_00051.jpg,syn_00051,synthetic,synthetic
0,normal,0.84765625,0.715625,0.1140625,0.071875,506,435,579,481,syn_00051.jpg,syn_00051,synthetic,synthetic
1,abnormal_head,0.2921875,0.0671875,0.06875,0.134375,165,0,209,86,syn_00051.jpg,syn_00051,synthetic,synthetic
5,other_abnormal,0.77578125,0.371875,0.0578125,0.078125,478,213,515,263,syn_00052.jpg,syn_00052,synthetic,synthetic
5,other_abnormal,0.4234375,0.509375,0.09375,0.078125,241,301,301,351,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.23828125,0.54921875,0.0890625,0.0765625,124,327,181,376,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.88828125,0.1515625,0.1078125,0.071875,534,74,603,120,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.66875,0.48671875,0.078125,0.0546875,403,294,453,329,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.68203125,0.85703125,0.0421875,0.1140625,423,512,450,585,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.22734375,0.73515625,0.0484375,0.1265625,130,430,161,511,syn_00052.jpg,syn_00052,synthetic,synthetic
1,abnormal_head,0.35546875,0.6765625,0.0953125,0.059375,197,414,258,452,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.084375,0.2796875,0.0625,0.071875,34,156,74,202,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.5,0.71953125,0.046875,0.1140625,305,424,335,497,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.84765625,0.63125,0.0890625,0.05625,514,386,571,422,syn_00052.jpg,syn_00052,synthetic,synthetic
4,cytoplasmic_droplet,0.13828125,0.6046875,0.0859375,0.146875,61,340,116,434,syn_00052.jpg,syn_00052,synthetic,synthetic
1,abnormal_head,0.7203125,0.31875,0.090625,0.13125,432,162,490,246,syn_00052.jpg,syn_00052,synthetic,synthetic
4,cytoplasmic_droplet,0.8890625,0.47734375,0.059375,0.0828125,550,279,588,332,syn_00052.jpg,syn_00052,synthetic,synthetic
4,cytoplasmic_droplet,0.56484375,0.946875,0.0453125,0.090625,347,577,376,635,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.8921875,0.57265625,0.05625,0.1234375,553,327,589,406,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.38671875,0.2375,0.0265625,0.121875,239,113,256,191,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.33515625,0.21171875,0.0765625,0.1046875,190,102,239,169,syn_00052.jpg,syn_00052,synthetic,synthetic
1,abnormal_head,0.06640625,0.5046875,0.1296875,0.05,1,307,84,339,syn_00052.jpg,syn_00052,synthetic,synthetic
4,cytoplasmic_droplet,0.26328125,0.8234375,0.0640625,0.1,148,495,189,559,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.47890625,0.059375,0.0828125,0.078125,280,13,333,63,syn_00052.jpg,syn_00052,synthetic,synthetic
0,normal,0.4859375,0.25078125,0.059375,0.1265625,292,120,330,201,syn_00052.jpg,syn_00052,synthetic,synthetic
1,abnormal_head,0.90859375,0.83671875,0.0765625,0.1234375,557,496,606,575,syn_00053.jpg,syn_00053,synthetic,synthetic
4,cytoplasmic_droplet,0.559375,0.29296875,0.05,0.1046875,342,154,374,221,syn_00053.jpg,syn_00053,synthetic,synthetic
1,abnormal_head,0.1015625,0.240625,0.09375,0.06875,35,132,95,176,syn_00053.jpg,syn_00053,synthetic,synthetic
0,normal,0.6234375,0.79453125,0.040625,0.1015625,386,476,412,541,syn_00053.jpg,syn_00053,synthetic,synthetic
0,normal,0.65546875,0.79453125,0.0640625,0.1234375,399,469,440,548,syn_00053.jpg,syn_00053,synthetic,synthetic
0,normal,0.6875,0.1984375,0.084375,0.08125,413,101,467,153,syn_00053.jpg,syn_00053,synthetic,synthetic
2,abnormal_midpiece,0.46875,0.7515625,0.13125,0.065625,258,460,342,502,syn_00054.jpg,syn_00054,synthetic,synthetic
1,abnormal_head,0.2109375,0.84609375,0.09375,0.1234375,105,502,165,581,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.578125,0.39765625,0.084375,0.0984375,343,223,397,286,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.253125,0.5125,0.040625,0.134375,149,285,175,371,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.6859375,0.51328125,0.08125,0.1265625,413,288,465,369,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.22578125,0.790625,0.1171875,0.075,107,482,182,530,syn_00054.jpg,syn_00054,synthetic,synthetic
5,other_abnormal,0.56953125,0.834375,0.0890625,0.075,336,510,393,558,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.58671875,0.140625,0.0890625,0.071875,347,67,404,113,syn_00054.jpg,syn_00054,synthetic,synthetic
3,abnormal_tail,0.74375,0.62109375,0.034375,0.0703125,465,375,487,420,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.28125,0.81875,0.03125,0.10625,170,490,190,558,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.621875,0.590625,0.075,0.046875,374,363,422,393,syn_00054.jpg,syn_00054,synthetic,synthetic
4,cytoplasmic_droplet,0.5609375,0.24140625,0.090625,0.0640625,330,134,388,175,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.2078125,0.4421875,0.0875,0.05625,105,265,161,301,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.60546875,0.2,0.1140625,0.059375,351,109,424,147,syn_00054.jpg,syn_00054,synthetic,synthetic
4,cytoplasmic_droplet,0.21796875,0.0640625,0.1421875,0.1,94,9,185,73,syn_00054.jpg,syn_00054,synthetic,synthetic
5,other_abnormal,0.68671875,0.60078125,0.1046875,0.0640625,406,364,473,405,syn_00054.jpg,syn_00054,synthetic,synthetic
5,other_abnormal,0.9328125,0.63359375,0.125,0.0671875,557,384,637,427,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.1453125,0.371875,0.096875,0.065625,62,217,124,259,syn_00054.jpg,syn_00054,synthetic,synthetic
2,abnormal_midpiece,0.840625,0.5578125,0.096875,0.09375,507,327,569,387,syn_00054.jpg,syn_00054,synthetic,synthetic
1,abnormal_head,0.49609375,0.25625,0.1203125,0.05625,279,146,356,182,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.7046875,0.5265625,0.059375,0.14375,432,291,470,383,syn_00054.jpg,syn_00054,synthetic,synthetic
3,abnormal_tail,0.4546875,0.4046875,0.06875,0.05,269,243,313,275,syn_00054.jpg,syn_00054,synthetic,synthetic
4,cytoplasmic_droplet,0.765625,0.271875,0.134375,0.0875,447,146,533,202,syn_00054.jpg,syn_00054,synthetic,synthetic
0,normal,0.75625,0.7953125,0.03125,0.153125,474,460,494,558,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.3578125,0.6171875,0.071875,0.084375,206,368,252,422,syn_00055.jpg,syn_00055,synthetic,synthetic
1,abnormal_head,0.4640625,0.384375,0.071875,0.109375,274,211,320,281,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.65234375,0.3453125,0.0796875,0.13125,392,179,443,263,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.33828125,0.15859375,0.0734375,0.0859375,193,74,240,129,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.4203125,0.66171875,0.109375,0.0765625,234,399,304,448,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.778125,0.95078125,0.078125,0.0953125,473,578,523,639,syn_00055.jpg,syn_00055,synthetic,synthetic
3,abnormal_tail,0.240625,0.3296875,0.05625,0.053125,136,194,172,228,syn_00055.jpg,syn_00055,synthetic,synthetic
5,other_abnormal,0.0625,0.66953125,0.0625,0.0953125,20,398,60,459,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.04453125,0.62265625,0.0890625,0.1046875,0,365,57,432,syn_00055.jpg,syn_00055,synthetic,synthetic
0,normal,0.0734375,0.35390625,0.046875,0.1203125,32,188,62,265,syn_00056.jpg,syn_00056,synthetic,synthetic
1,abnormal_head,0.24609375,0.5890625,0.1515625,0.075,109,353,206,401,syn_00056.jpg,syn_00056,synthetic,synthetic
1,abnormal_head,0.56171875,0.85625,0.1296875,0.046875,318,533,401,563,syn_00056.jpg,syn_00056,synthetic,synthetic
5,other_abnormal,0.346875,0.65390625,0.121875,0.0859375,183,391,261,446,syn_00056.jpg,syn_00056,synthetic,synthetic
3,abnormal_tail,0.490625,0.41796875,0.04375,0.0796875,300,242,328,293,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.1,0.71953125,0.046875,0.1359375,49,417,79,504,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.78515625,0.17890625,0.0859375,0.0859375,475,87,530,142,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.76015625,0.46953125,0.0765625,0.0796875,462,275,511,326,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.43671875,0.06015625,0.0359375,0.1203125,268,0,291,77,syn_00056.jpg,syn_00056,synthetic,synthetic
1,abnormal_head,0.5109375,0.7296875,0.1,0.05,295,451,359,483,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.49453125,0.61484375,0.0703125,0.1015625,294,361,339,426,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.62578125,0.48046875,0.0671875,0.0984375,379,276,422,339,syn_00056.jpg,syn_00056,synthetic,synthetic
0,normal,0.4359375,0.44453125,0.128125,0.0765625,238,260,320,309,syn_00056.jpg,syn_00056,synthetic,synthetic
2,abnormal_midpiece,0.22890625,0.0671875,0.0890625,0.046875,118,28,175,58,syn_00056.jpg,syn_00056,synthetic,synthetic
3,abnormal_tail,0.19375,0.26484375,0.04375,0.0890625,110,141,138,198,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.7328125,0.2078125,0.096875,0.05,438,117,500,149,syn_00057.jpg,syn_00057,synthetic,synthetic
1,abnormal_head,0.4046875,0.1359375,0.0875,0.128125,231,46,287,128,syn_00057.jpg,syn_00057,synthetic,synthetic
1,abnormal_head,0.62421875,0.87734375,0.0828125,0.1328125,373,519,426,604,syn_00057.jpg,syn_00057,synthetic,synthetic
3,abnormal_tail,0.2890625,0.275,0.065625,0.0375,164,164,206,188,syn_00057.jpg,syn_00057,synthetic,synthetic
4,cytoplasmic_droplet,0.75,0.7703125,0.11875,0.071875,442,470,518,516,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.26328125,0.66875,0.0796875,0.115625,143,391,194,465,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.915625,0.84140625,0.0375,0.1265625,574,498,598,579,syn_00057.jpg,syn_00057,synthetic,synthetic
1,abnormal_head,0.1953125,0.3875,0.075,0.1375,101,204,149,292,syn_00057.jpg,syn_00057,synthetic,synthetic
3,abnormal_tail,0.82265625,0.73125,0.0734375,0.06875,503,446,550,490,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.096875,0.18515625,0.075,0.0609375,38,99,86,138,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.83203125,0.125,0.1015625,0.103125,500,47,565,113,syn_00057.jpg,syn_00057,synthetic,synthetic
4,cytoplasmic_droplet,0.075,0.9234375,0.046875,0.14375,33,545,63,637,syn_00057.jpg,syn_00057,synthetic,synthetic
1,abnormal_head,0.75546875,0.628125,0.0671875,0.078125,462,377,505,427,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.54140625,0.28125,0.0390625,0.15,334,132,359,228,syn_00057.jpg,syn_00057,synthetic,synthetic
5,other_abnormal,0.8984375,0.8953125,0.065625,0.078125,554,548,596,598,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.1375,0.74140625,0.025,0.1140625,80,438,96,511,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.0890625,0.39609375,0.034375,0.1171875,46,216,68,291,syn_00057.jpg,syn_00057,synthetic,synthetic
0,normal,0.17578125,0.05078125,0.0671875,0.0734375,91,9,134,56,syn_00058.jpg,syn_00058,synthetic,synthetic
2,abnormal_midpiece,0.125,0.278125,0.0625,0.075,60,154,100,202,syn_00058.jpg,syn_00058,synthetic,synthetic
0,normal,0.43984375,0.43125,0.1140625,0.046875,245,261,318,291,syn_00058.jpg,syn_00058,synthetic,synthetic
0,normal,0.35859375,0.8234375,0.0359375,0.121875,218,488,241,566,syn_00058.jpg,syn_00058,synthetic,synthetic
0,normal,0.671875,0.134375,0.078125,0.05,405,70,455,102,syn_00058.jpg,syn_00058,synthetic,synthetic
5,other_abnormal,0.83828125,0.50390625,0.0859375,0.1078125,509,288,564,357,syn_00058.jpg,syn_00058,synthetic,synthetic
3,abnormal_tail,0.24296875,0.8546875,0.0765625,0.0625,131,527,180,567,syn_00058.jpg,syn_00058,synthetic,synthetic
2,abnormal_midpiece,0.58046875,0.2859375,0.0703125,0.065625,349,162,394,204,syn_00058.jpg,syn_00058,synthetic,synthetic
4,cytoplasmic_droplet,0.3,0.41875,0.053125,0.09375,175,238,209,298,syn_00059.jpg,syn_00059,synthetic,synthetic
0,normal,0.6828125,0.67109375,0.0375,0.1359375,425,386,449,473,syn_00059.jpg,syn_00059,synthetic,synthetic
0,normal,0.440625,0.19609375,0.090625,0.0609375,253,106,311,145,syn_00059.jpg,syn_00059,synthetic,synthetic
5,other_abnormal,0.44140625,0.06328125,0.1015625,0.1171875,250,3,315,78,syn_00059.jpg,syn_00059,synthetic,synthetic
1,abnormal_head,0.53359375,0.571875,0.0921875,0.053125,312,349,371,383,syn_00059.jpg,syn_00059,synthetic,synthetic
0,normal,0.4828125,0.86171875,0.1375,0.0578125,265,533,353,570,syn_00059.jpg,syn_00059,synthetic,synthetic
3,abnormal_tail,0.37109375,0.6953125,0.0484375,0.075,222,421,253,469,syn_00060.jpg,syn_00060,synthetic,synthetic
4,cytoplasmic_droplet,0.4734375,0.9359375,0.10625,0.11875,269,561,337,637,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.41875,0.59140625,0.10625,0.0859375,234,351,302,406,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.3625,0.89609375,0.115625,0.1078125,195,539,269,608,syn_00060.jpg,syn_00060,synthetic,synthetic
2,abnormal_midpiece,0.95078125,0.80859375,0.0953125,0.0703125,578,495,639,540,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.12421875,0.5125,0.0359375,0.121875,68,289,91,367,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.459375,0.7046875,0.075,0.084375,270,424,318,478,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.9046875,0.65,0.103125,0.134375,546,373,612,459,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.11484375,0.65,0.0921875,0.09375,44,386,103,446,syn_00060.jpg,syn_00060,synthetic,synthetic
1,abnormal_head,0.31875,0.3125,0.121875,0.071875,165,177,243,223,syn_00060.jpg,syn_00060,synthetic,synthetic
3,abnormal_tail,0.36328125,0.496875,0.0484375,0.04375,217,304,248,332,syn_00060.jpg,syn_00060,synthetic,synthetic
1,abnormal_head,0.2515625,0.9203125,0.1125,0.053125,125,572,197,606,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.66875,0.43125,0.09375,0.065625,398,255,458,297,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.290625,0.9125,0.04375,0.128125,172,543,200,625,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.9484375,0.403125,0.08125,0.046875,581,243,633,273,syn_00060.jpg,syn_00060,synthetic,synthetic
0,normal,0.6671875,0.825,0.05,0.1125,411,492,443,564,syn_00060.jpg,syn_00060,synthetic,synthetic
1,abnormal_head,0.209375,0.80546875,0.0875,0.0984375,106,484,162,547,syn_00060.jpg,syn_00060,synthetic,synthetic
1,abnormal_head,0.19765625,0.45,0.0546875,0.1375,109,244,144,332,syn_00061.jpg,syn_00061,synthetic,synthetic
1,abnormal_head,0.48671875,0.228125,0.0890625,0.0375,283,134,340,158,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.17109375,0.17890625,0.0765625,0.0953125,85,84,134,145,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.1015625,0.91875,0.0875,0.0375,37,576,93,600,syn_00061.jpg,syn_00061,synthetic,synthetic
2,abnormal_midpiece,0.46640625,0.06171875,0.0765625,0.1171875,274,2,323,77,syn_00061.jpg,syn_00061,synthetic,synthetic
2,abnormal_midpiece,0.571875,0.7390625,0.053125,0.134375,349,430,383,516,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.63125,0.1375,0.1,0.040625,372,75,436,101,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.775,0.8890625,0.05,0.1125,480,533,512,605,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.77890625,0.0640625,0.0359375,0.128125,487,0,510,82,syn_00061.jpg,syn_00061,synthetic,synthetic
1,abnormal_head,0.26875,0.1140625,0.0875,0.1,144,41,200,105,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.18046875,0.853125,0.0390625,0.14375,103,500,128,592,syn_00061.jpg,syn_00061,synthetic,synthetic
2,abnormal_midpiece,0.371875,0.58125,0.025,0.13125,230,330,246,414,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.2515625,0.42890625,0.0625,0.1203125,141,236,181,313,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.9578125,0.11796875,0.08125,0.0453125,587,61,639,90,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.70546875,0.50390625,0.0828125,0.0828125,425,296,478,349,syn_00061.jpg,syn_00061,synthetic,synthetic
5,other_abnormal,0.1109375,0.3078125,0.034375,0.13125,60,155,82,239,syn_00061.jpg,syn_00061,synthetic,synthetic
0,normal,0.95625,0.9,0.084375,0.071875,585,553,639,599,syn_00061.jpg,syn_00061,synthetic,synthetic
3,abnormal_tail,0.31171875,0.80546875,0.0578125,0.0796875,181,490,218,541,syn_00062.jpg,syn_00062,synthetic,synthetic
0,normal,0.778125,0.696875,0.1,0.065625,466,425,530,467,syn_00062.jpg,syn_00062,synthetic,synthetic
1,abnormal_head,0.76328125,0.371875,0.0484375,0.159375,473,187,504,289,syn_00062.jpg,syn_00062,synthetic,synthetic
0,normal,0.4234375,0.86640625,0.03125,0.1546875,261,505,281,604,syn_00062.jpg,syn_00062,synthetic,synthetic
3,abnormal_tail,0.690625,0.14921875,0.046875,0.0921875,427,66,457,125,syn_00062.jpg,syn_00062,synthetic,synthetic
5,other_abnormal,0.5296875,0.284375,0.096875,0.065625,308,161,370,203,syn_00062.jpg,syn_00062,synthetic,synthetic
0,normal,0.26796875,0.51796875,0.1203125,0.1171875,133,294,210,369,syn_00062.jpg,syn_00062,synthetic,synthetic
5,other_abnormal,0.459375,0.76796875,0.08125,0.1359375,268,448,320,535,syn_00062.jpg,syn_00062,synthetic,synthetic
