cell_id,image_id,label_value,label_code,label_name,label_source_type,label_source_id,label_confidence,level,sample_id,bull_id
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c035,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c036,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c037,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c038,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c039,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c040,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c041,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931_c042,MIT_ERRO_07-Editado_jpg.rf.6f1c78211385dd8a6b9cfdecb3aa5931,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c000,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c001,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c002,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c003,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c004,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c005,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c006,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c007,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c008,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c009,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c010,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c011,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c012,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c013,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c014,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c015,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c016,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c017,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c018,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c019,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c020,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c021,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c022,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c023,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c024,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c025,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c026,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c027,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c028,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c029,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c030,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c031,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c032,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c033,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c034,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c035,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c036,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c037,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c038,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c039,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c040,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c041,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6_c042,MIT_ERRO_07_jpeg.rf.487e120e21f4c705b4a0c9d4c5cc8ae6,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c000,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c001,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c002,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c003,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c004,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c005,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c006,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c007,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c008,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c009,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c010,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c011,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd_c012,MIT_ERRO_08-Editado-1-_jpg.rf.7b1ba4cf7ab96189c1bd2cc5b84941dd,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c000,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c001,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c002,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c003,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c004,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c005,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c006,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c007,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c008,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c009,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c010,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c011,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3_c012,MIT_ERRO_08-Editado_jpg.rf.c7cc5064bdbbae3be6c2f842b8ec36d3,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c000,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c001,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c002,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c003,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c004,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c005,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c006,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c007,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c008,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c009,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c010,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c011,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d_c012,MIT_ERRO_08_jpeg.rf.da4bb3b1afc151da28d10fbe28a0118d,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c000,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c001,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c002,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c003,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c004,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c005,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c006,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c007,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de_c008,MIT_ERRO_09-Editado-1-_jpg.rf.2d2f3c0da70ee96fd237ceaa60b2f6de,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c000,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c001,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c002,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,error,0,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c003,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c004,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c005,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c006,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc_c007,MIT_ERRO_09-Editado_jpg.rf.910c5e13bae120718c960558658862cc,mitocondria,1,morphology_class,synthetic,synthetic_generator,synthetic,cell,,
